AnnoA;ClasseNUMERO;ClasseNOME;Sesso;Imm
2009/2010;SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;M;3506
2009/2010;SNT2;Professioni sanitarie della riabilitazione;F;1674
2009/2010;SNT2;Professioni sanitarie della riabilitazione;M;691
2009/2010;SNT3;Professioni sanitarie tecniche;F;1312
2009/2010;SNT3;Professioni sanitarie tecniche;M;907
2009/2010;SNT4;Professioni sanitarie della prevenzione;F;431
2009/2010;SNT4;Professioni sanitarie della prevenzione;M;629
2008/2009;1;Biotecnologie;F;1204
2008/2009;1;Biotecnologie;M;690
2008/2009;10;Ingegneria industriale;F;1703
2008/2009;10;Ingegneria industriale;M;6549
2008/2009;11;Lingue e culture moderne;F;3672
2008/2009;11;Lingue e culture moderne;M;851
2008/2009;12;Scienze biologiche;F;2753
2008/2009;12;Scienze biologiche;M;1150
2008/2009;13;Scienze dei beni culturali;F;1758
2008/2009;13;Scienze dei beni culturali;M;590
2008/2009;14;Scienze della comunicazione;F;2749
2008/2009;14;Scienze della comunicazione;M;1348
2008/2009;14/S;Specialistiche in farmacia e farmacia industriale;F;5228
2008/2009;14/S;Specialistiche in farmacia e farmacia industriale;M;2340
2008/2009;15;Scienze politiche e delle relazioni internazionali;F;1398
2008/2009;15;Scienze politiche e delle relazioni internazionali;M;2399
2008/2009;16;Scienze della Terra;F;194
2008/2009;16;Scienze della Terra;M;315
2008/2009;17;Scienze dell'economia e della gestione aziendale;F;9759
2008/2009;17;Scienze dell'economia e della gestione aziendale;M;10519
2008/2009;18;Scienze dell'educazione e della formazione;F;5221
2008/2009;18;Scienze dell'educazione e della formazione;M;639
2008/2009;19;Scienze dell'amministrazione;F;735
2008/2009;19;Scienze dell'amministrazione;M;680
2008/2009;2;Scienze dei servizi giuridici;F;905
2008/2009;2;Scienze dei servizi giuridici;M;708
2008/2009;20;Scienze e tecnologie agrarie, agroalimentari e forestali;F;656
2008/2009;20;Scienze e tecnologie agrarie, agroalimentari e forestali;M;1319
2008/2009;21;Scienze e tecnologie chimiche;F;785
2008/2009;21;Scienze e tecnologie chimiche;M;814
2008/2009;22;Scienze e tecnologie della navigazione marittima e aerea;M;25
2008/2009;23;Scienze e tecnologie delle arti figurative, della musica, dello spettacolo e della moda;F;1145
2008/2009;23;Scienze e tecnologie delle arti figurative, della musica, dello spettacolo e della moda;M;554
2008/2009;24;Scienze e tecnologie farmaceutiche;F;1162
2008/2009;24;Scienze e tecnologie farmaceutiche;M;525
2008/2009;25;Scienze e tecnologie fisiche;F;292
2008/2009;25;Scienze e tecnologie fisiche;M;601
2008/2009;26;Scienze e tecnologie informatiche;F;300
2008/2009;26;Scienze e tecnologie informatiche;M;1873
2008/2009;27;Scienze e tecnologie per l'ambiente e la natura;F;499
2008/2009;27;Scienze e tecnologie per l'ambiente e la natura;M;424
2008/2009;28;Scienze economiche;F;2818
2008/2009;28;Scienze economiche;M;2943
2008/2009;29;Filosofia;F;584
2008/2009;29;Filosofia;M;412
2008/2009;3;Scienze della mediazione linguistica;F;2945
2008/2009;3;Scienze della mediazione linguistica;M;570
2008/2009;30;Scienze geografiche;F;5
2008/2009;30;Scienze geografiche;M;28
2008/2009;31;Scienze giuridiche;F;614
2008/2009;31;Scienze giuridiche;M;486
2008/2009;32;Scienze matematiche;F;965
2008/2009;32;Scienze matematiche;M;618
2008/2009;33;Scienze delle attivita motorie e sportive;F;1431
2008/2009;33;Scienze delle attivita motorie e sportive;M;2862
2008/2009;34;Scienze e tecniche psicologiche;F;3084
2008/2009;34;Scienze e tecniche psicologiche;M;771
2008/2009;35;Scienze sociali per la cooperazione, lo sviluppo e la pace;F;306
2008/2009;35;Scienze sociali per la cooperazione, lo sviluppo e la pace;M;232
2008/2009;36;Scienze sociologiche;F;731
2008/2009;36;Scienze sociologiche;M;742
2008/2009;37;Scienze statistiche;F;92
2008/2009;37;Scienze statistiche;M;134
2008/2009;38;Scienze storiche;F;313
2008/2009;38;Scienze storiche;M;369
2008/2009;39;Scienze del turismo;F;633
2008/2009;39;Scienze del turismo;M;306
2008/2009;4;Scienze dell'architettura e dell'ingegneria edile;F;1961
2008/2009;4;Scienze dell'architettura e dell'ingegneria edile;M;1960
2008/2009;4/S;Specialistiche in architettura e ingegneria edile;F;1434
2008/2009;4/S;Specialistiche in architettura e ingegneria edile;M;1184
2008/2009;40;Scienze e tecnologie zootecniche e delle produzioni animali;F;702
2008/2009;40;Scienze e tecnologie zootecniche e delle produzioni animali;M;324
2008/2009;41;Tecnologie per la conservazione e il restauro dei beni culturali;F;246
2008/2009;41;Tecnologie per la conservazione e il restauro dei beni culturali;M;76
2008/2009;42;Disegno industriale;F;512
2008/2009;42;Disegno industriale;M;401
2008/2009;46/S;Specialistiche in medicina e chirurgia;F;3129
2008/2009;46/S;Specialistiche in medicina e chirurgia;M;2558
2008/2009;47/S;Specialistiche in medicina veterinaria;F;465
2008/2009;47/S;Specialistiche in medicina veterinaria;M;216
2008/2009;5;Lettere;F;3064
2008/2009;5;Lettere;M;1017
2008/2009;52/S;Specialistiche in odontoiatria e protesi dentaria;F;177
2008/2009;52/S;Specialistiche in odontoiatria e protesi dentaria;M;277
2008/2009;6;Scienze del servizio sociale;F;1695
2008/2009;6;Scienze del servizio sociale;M;187
2008/2009;7;Urbanistica e scienze della pianificazione territoriale e ambientale;F;226
2008/2009;7;Urbanistica e scienze della pianificazione territoriale e ambientale;M;354
2008/2009;8;Ingegneria civile e ambientale;F;913
2008/2009;8;Ingegneria civile e ambientale;M;2428
2008/2009;9;Ingegneria dell'informazione;F;828
2008/2009;9;Ingegneria dell'informazione;M;4212
2008/2009;99999;Classe non definita;F;3127
2008/2009;99999;Classe non definita;M;155
2008/2009;DS1;Scienze della difesa e della sicurezza;F;42
2008/2009;DS1;Scienze della difesa e della sicurezza;M;286
2008/2009;L-1;Beni culturali;F;2343
2008/2009;L-1;Beni culturali;M;689
2008/2009;L-10;Lettere;F;3515
2008/2009;L-10;Lettere;M;1109
2008/2009;L-11;Lingue e culture moderne;F;4649
2008/2009;L-11;Lingue e culture moderne;M;1079
2008/2009;L-12;Mediazione linguistica;F;3188
2008/2009;L-12;Mediazione linguistica;M;655
2008/2009;L-13;Scienze biologiche;F;3212
2008/2009;L-13;Scienze biologiche;M;1262
2008/2009;L-14;Scienze dei servizi giuridici;F;856
2008/2009;L-14;Scienze dei servizi giuridici;M;731
2008/2009;L-15;Scienze del turismo;F;1315
2008/2009;L-15;Scienze del turismo;M;453
2008/2009;L-16;Scienze dell'amministrazione e dell'organizzazione;F;800
2008/2009;L-16;Scienze dell'amministrazione e dell'organizzazione;M;826
2008/2009;L-17;Scienze dell'architettura;F;1170
2008/2009;L-17;Scienze dell'architettura;M;897
2008/2009;L-18;Scienze dell'economia e della gestione aziendale;F;6375
2008/2009;L-18;Scienze dell'economia e della gestione aziendale;M;6825
2008/2009;L-19;Scienze dell'educazione e della formazione;F;4523
2008/2009;L-19;Scienze dell'educazione e della formazione;M;463
2008/2009;L-2;Biotecnologie;F;1327
2008/2009;L-2;Biotecnologie;M;815
2008/2009;L-20;Scienze della comunicazione;F;2654
2008/2009;L-20;Scienze della comunicazione;M;1455
2008/2009;L-21;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;F;88
2008/2009;L-21;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;M;254
2008/2009;L-22;Scienze delle attività motorie e sportive;F;557
2008/2009;L-22;Scienze delle attività motorie e sportive;M;1102
2008/2009;L-23;Scienze e tecniche dell'edilizia;F;634
2008/2009;L-23;Scienze e tecniche dell'edilizia;M;889
2008/2009;L-24;Scienze e tecniche psicologiche;F;4121
2008/2009;L-24;Scienze e tecniche psicologiche;M;1024
2008/2009;L-25;Scienze e tecnologie agrarie e forestali;F;348
2008/2009;L-25;Scienze e tecnologie agrarie e forestali;M;993
2008/2009;L-26;Scienze e tecnologie alimentari;F;696
2008/2009;L-26;Scienze e tecnologie alimentari;M;589
2008/2009;L-27;Scienze e tecnologie chimiche;F;551
2008/2009;L-27;Scienze e tecnologie chimiche;M;718
2008/2009;L-28;Scienze e tecnologie della navigazione;F;12
2008/2009;L-28;Scienze e tecnologie della navigazione;M;70
2008/2009;L-29;Scienze e tecnologie farmaceutiche;F;671
2008/2009;L-29;Scienze e tecnologie farmaceutiche;M;272
2008/2009;L-3;Discipline delle arti figurative, della musica, dello spettacolo e della moda;F;1228
2008/2009;L-3;Discipline delle arti figurative, della musica, dello spettacolo e della moda;M;652
2008/2009;L-30;Scienze e tecnologie fisiche;F;504
2008/2009;L-30;Scienze e tecnologie fisiche;M;1038
2008/2009;L-31;Scienze e tecnologie informatiche;F;295
2008/2009;L-31;Scienze e tecnologie informatiche;M;1929
2008/2009;L-32;Scienze e tecnologie per l'ambiente e la natura;F;618
2008/2009;L-32;Scienze e tecnologie per l'ambiente e la natura;M;611
2008/2009;L-33;Scienze economiche;F;2368
2008/2009;L-33;Scienze economiche;M;2703
2008/2009;L-34;Scienze geologiche;F;162
2008/2009;L-34;Scienze geologiche;M;324
2008/2009;L-35;Scienze matematiche;F;846
2008/2009;L-35;Scienze matematiche;M;582
2008/2009;L-36;Scienze politiche e delle relazioni internazionali;F;2409
2008/2009;L-36;Scienze politiche e delle relazioni internazionali;M;2092
2008/2009;L-37;Scienze sociali per la cooperazione, lo sviluppo e la pace;F;178
2008/2009;L-37;Scienze sociali per la cooperazione, lo sviluppo e la pace;M;116
2008/2009;L-38;Scienze zootecniche e tecnologie delle produzioni animali;F;138
2008/2009;L-38;Scienze zootecniche e tecnologie delle produzioni animali;M;81
2008/2009;L-39;Servizio sociale;F;1560
2008/2009;L-39;Servizio sociale;M;191
2008/2009;L-4;Disegno industriale;F;556
2008/2009;L-4;Disegno industriale;M;383
2008/2009;L-40;Sociologia;F;985
2008/2009;L-40;Sociologia;M;340
2008/2009;L-41;Statistica;F;353
2008/2009;L-41;Statistica;M;411
2008/2009;L-42;Storia;F;476
2008/2009;L-42;Storia;M;723
2008/2009;L-43;Diagnostica per la conservazione dei beni culturali;F;133
2008/2009;L-43;Diagnostica per la conservazione dei beni culturali;M;36
2008/2009;L-5;Filosofia;F;1241
2008/2009;L-5;Filosofia;M;861
2008/2009;L-6;Geografia;F;106
2008/2009;L-6;Geografia;M;118
2008/2009;L-7;Ingegneria civile e ambientale;F;1043
2008/2009;L-7;Ingegneria civile e ambientale;M;2450
2008/2009;L-8;Ingegneria dell'informazione;F;1012
2008/2009;L-8;Ingegneria dell'informazione;M;4259
2008/2009;L-9;Ingegneria industriale;F;1531
2008/2009;L-9;Ingegneria industriale;M;6425
2008/2009;LM-13;Farmacia e farmacia industriale;F;563
2008/2009;LM-13;Farmacia e farmacia industriale;M;235
2008/2009;LM-22;Ingegneria chimica;F;1
2008/2009;LM-22;Ingegneria chimica;M;1
2008/2009;LM-23;Ingegneria civile;M;2
2008/2009;LM-31;Ingegneria gestionale;M;3
2008/2009;LM-32;Ingegneria informatica;M;2
2008/2009;LM-41;Medicina e chirurgia;F;45
2008/2009;LM-41;Medicina e chirurgia;M;34
2008/2009;LM-42;Medicina veterinaria;F;113
2008/2009;LM-42;Medicina veterinaria;M;49
2008/2009;LM-4cu;Architettura e ingegneria edile-architettura (quinquennale);F;724
2008/2009;LM-4cu;Architettura e ingegneria edile-architettura (quinquennale);M;578
2008/2009;LM-51;Psicologia;F;2
2008/2009;LM-52;Relazioni internazionali;F;1
2008/2009;LM-52;Relazioni internazionali;M;1
2008/2009;LM-76;Scienze economiche per l'ambiente e la cultura;F;1
2008/2009;LM-77;Scienze economico-aziendali;F;4
2008/2009;LM-77;Scienze economico-aziendali;M;6
2008/2009;LM-82;Scienze statistiche;M;1
2008/2009;LMG/01;Magistrali in giurisprudenza;F;16052
2008/2009;LMG/01;Magistrali in giurisprudenza;M;10124
2008/2009;SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;F;8773
2008/2009;SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;M;3711
2008/2009;SNT2;Professioni sanitarie della riabilitazione;F;2180
2008/2009;SNT2;Professioni sanitarie della riabilitazione;M;991
2008/2009;SNT3;Professioni sanitarie tecniche;F;1668
2008/2009;SNT3;Professioni sanitarie tecniche;M;1221
2008/2009;SNT4;Professioni sanitarie della prevenzione;F;403
2008/2009;SNT4;Professioni sanitarie della prevenzione;M;421
2007/2008;1;Biotecnologie;F;2837
2007/2008;1;Biotecnologie;M;1553
2007/2008;10;Ingegneria industriale;F;2782
2007/2008;10;Ingegneria industriale;M;11588
2007/2008;11;Lingue e culture moderne;F;8398
2007/2008;11;Lingue e culture moderne;M;2028
2007/2008;12;Scienze biologiche;F;6215
2007/2008;12;Scienze biologiche;M;2493
2007/2008;13;Scienze dei beni culturali;F;4515
2007/2008;13;Scienze dei beni culturali;M;1418
2007/2008;14;Scienze della comunicazione;F;6122
2007/2008;14;Scienze della comunicazione;M;3439
2007/2008;14/S;Specialistiche in farmacia e farmacia industriale;F;6361
2007/2008;14/S;Specialistiche in farmacia e farmacia industriale;M;2772
2007/2008;15;Scienze politiche e delle relazioni internazionali;F;4104
2007/2008;15;Scienze politiche e delle relazioni internazionali;M;5041
2007/2008;16;Scienze della Terra;F;330
2007/2008;16;Scienze della Terra;M;692
2007/2008;17;Scienze dell'economia e della gestione aziendale;F;15815
2007/2008;17;Scienze dell'economia e della gestione aziendale;M;17117
2007/2008;18;Scienze dell'educazione e della formazione;F;11124
2007/2008;18;Scienze dell'educazione e della formazione;M;1258
2007/2008;19;Scienze dell'amministrazione;F;1597
2007/2008;19;Scienze dell'amministrazione;M;3926
2007/2008;2;Scienze dei servizi giuridici;F;1669
2007/2008;2;Scienze dei servizi giuridici;M;1276
2007/2008;20;Scienze e tecnologie agrarie, agroalimentari e forestali;F;1525
2007/2008;20;Scienze e tecnologie agrarie, agroalimentari e forestali;M;2879
2007/2008;21;Scienze e tecnologie chimiche;F;1399
2007/2008;21;Scienze e tecnologie chimiche;M;1671
2007/2008;22;Scienze e tecnologie della navigazione marittima e aerea;F;19
2007/2008;22;Scienze e tecnologie della navigazione marittima e aerea;M;172
2007/2008;23;Scienze e tecnologie delle arti figurative, della musica, dello spettacolo e della moda;F;2510
2007/2008;23;Scienze e tecnologie delle arti figurative, della musica, dello spettacolo e della moda;M;1423
2007/2008;24;Scienze e tecnologie farmaceutiche;F;1700
2007/2008;24;Scienze e tecnologie farmaceutiche;M;828
2007/2008;25;Scienze e tecnologie fisiche;F;770
2007/2008;25;Scienze e tecnologie fisiche;M;1608
2007/2008;26;Scienze e tecnologie informatiche;F;688
2007/2008;26;Scienze e tecnologie informatiche;M;4246
2007/2008;27;Scienze e tecnologie per l'ambiente e la natura;F;1108
2007/2008;27;Scienze e tecnologie per l'ambiente e la natura;M;1217
2007/2008;28;Scienze economiche;F;5330
2007/2008;28;Scienze economiche;M;5939
2007/2008;29;Filosofia;F;1932
2007/2008;29;Filosofia;M;1346
2007/2008;3;Scienze della mediazione linguistica;F;5872
2007/2008;3;Scienze della mediazione linguistica;M;1206
2007/2008;30;Scienze geografiche;F;249
2007/2008;30;Scienze geografiche;M;196
2007/2008;31;Scienze giuridiche;F;1063
2007/2008;31;Scienze giuridiche;M;1060
2007/2008;32;Scienze matematiche;F;1658
2007/2008;32;Scienze matematiche;M;1184
2007/2008;33;Scienze delle attivita motorie e sportive;F;2140
2007/2008;33;Scienze delle attivita motorie e sportive;M;4083
2007/2008;34;Scienze e tecniche psicologiche;F;7956
2007/2008;34;Scienze e tecniche psicologiche;M;1756
2007/2008;35;Scienze sociali per la cooperazione, lo sviluppo e la pace;F;586
2007/2008;35;Scienze sociali per la cooperazione, lo sviluppo e la pace;M;379
2007/2008;36;Scienze sociologiche;F;2026
2007/2008;36;Scienze sociologiche;M;1119
2007/2008;37;Scienze statistiche;F;481
2007/2008;37;Scienze statistiche;M;536
2007/2008;38;Scienze storiche;F;726
2007/2008;38;Scienze storiche;M;1250
2007/2008;39;Scienze del turismo;F;2123
2007/2008;39;Scienze del turismo;M;815
2007/2008;4;Scienze dell'architettura e dell'ingegneria edile;F;3964
2007/2008;4;Scienze dell'architettura e dell'ingegneria edile;M;4198
2007/2008;4/S;Specialistiche in architettura e ingegneria edile;F;2261
2007/2008;4/S;Specialistiche in architettura e ingegneria edile;M;1809
2007/2008;40;Scienze e tecnologie zootecniche e delle produzioni animali;F;821
2007/2008;40;Scienze e tecnologie zootecniche e delle produzioni animali;M;444
2007/2008;41;Tecnologie per la conservazione e il restauro dei beni culturali;F;459
2007/2008;41;Tecnologie per la conservazione e il restauro dei beni culturali;M;126
2007/2008;42;Disegno industriale;F;1327
2007/2008;42;Disegno industriale;M;952
2007/2008;46/S;Specialistiche in medicina e chirurgia;F;3094
2007/2008;46/S;Specialistiche in medicina e chirurgia;M;2476
2007/2008;47/S;Specialistiche in medicina veterinaria;F;650
2007/2008;47/S;Specialistiche in medicina veterinaria;M;341
2007/2008;5;Lettere;F;6291
2007/2008;5;Lettere;M;2114
2007/2008;52/S;Specialistiche in odontoiatria e protesi dentaria;F;207
2007/2008;52/S;Specialistiche in odontoiatria e protesi dentaria;M;347
2007/2008;6;Scienze del servizio sociale;F;2984
2007/2008;6;Scienze del servizio sociale;M;324
2007/2008;7;Urbanistica e scienze della pianificazione territoriale e ambientale;F;341
2007/2008;7;Urbanistica e scienze della pianificazione territoriale e ambientale;M;595
2007/2008;8;Ingegneria civile e ambientale;F;1800
2007/2008;8;Ingegneria civile e ambientale;M;4635
2007/2008;9;Ingegneria dell'informazione;F;1725
2007/2008;9;Ingegneria dell'informazione;M;8745
2007/2008;99999;Classe non definita;F;3187
2007/2008;99999;Classe non definita;M;169
2007/2008;DS1;Scienze della difesa e della sicurezza;F;50
2007/2008;DS1;Scienze della difesa e della sicurezza;M;297
2007/2008;LMG/01;Magistrali in giurisprudenza;F;16782
2007/2008;LMG/01;Magistrali in giurisprudenza;M;10492
2007/2008;SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;F;9232
2007/2008;SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;M;3888
2007/2008;SNT2;Professioni sanitarie della riabilitazione;F;2208
2007/2008;SNT2;Professioni sanitarie della riabilitazione;M;958
2007/2008;SNT3;Professioni sanitarie tecniche;F;1810
2007/2008;SNT3;Professioni sanitarie tecniche;M;1382
2007/2008;SNT4;Professioni sanitarie della prevenzione;F;448
2007/2008;SNT4;Professioni sanitarie della prevenzione;M;409
2006/2007;1;Biotecnologie;F;2452
2006/2007;1;Biotecnologie;M;1413
2006/2007;10;Ingegneria industriale;F;2597
2006/2007;10;Ingegneria industriale;M;12411
2006/2007;11;Lingue e culture moderne;F;8592
2006/2007;11;Lingue e culture moderne;M;2061
2006/2007;12;Scienze biologiche;F;6608
2006/2007;12;Scienze biologiche;M;2860
2006/2007;13;Scienze dei beni culturali;F;4843
2006/2007;13;Scienze dei beni culturali;M;1578
2006/2007;14;Scienze della comunicazione;F;6601
2006/2007;14;Scienze della comunicazione;M;4119
2006/2007;14/S;Specialistiche in farmacia e farmacia industriale;F;5396
2006/2007;14/S;Specialistiche in farmacia e farmacia industriale;M;2437
2006/2007;15;Scienze politiche e delle relazioni internazionali;F;4556
2006/2007;15;Scienze politiche e delle relazioni internazionali;M;6124
2006/2007;16;Scienze della Terra;F;380
2006/2007;16;Scienze della Terra;M;738
2006/2007;17;Scienze dell'economia e della gestione aziendale;F;15169
2006/2007;17;Scienze dell'economia e della gestione aziendale;M;16315
2006/2007;18;Scienze dell'educazione e della formazione;F;10710
2006/2007;18;Scienze dell'educazione e della formazione;M;1348
2006/2007;19;Scienze dell'amministrazione;F;1565
2006/2007;19;Scienze dell'amministrazione;M;1632
2006/2007;2;Scienze dei servizi giuridici;F;1648
2006/2007;2;Scienze dei servizi giuridici;M;1394
2006/2007;20;Scienze e tecnologie agrarie, agroalimentari e forestali;F;1519
2006/2007;20;Scienze e tecnologie agrarie, agroalimentari e forestali;M;3125
2006/2007;21;Scienze e tecnologie chimiche;F;1536
2006/2007;21;Scienze e tecnologie chimiche;M;1588
2006/2007;22;Scienze e tecnologie della navigazione marittima e aerea;F;19
2006/2007;22;Scienze e tecnologie della navigazione marittima e aerea;M;87
2006/2007;23;Scienze e tecnologie delle arti figurative, della musica, dello spettacolo e della moda;F;2593
2006/2007;23;Scienze e tecnologie delle arti figurative, della musica, dello spettacolo e della moda;M;1607
2006/2007;24;Scienze e tecnologie farmaceutiche;F;1544
2006/2007;24;Scienze e tecnologie farmaceutiche;M;907
2006/2007;25;Scienze e tecnologie fisiche;F;816
2006/2007;25;Scienze e tecnologie fisiche;M;1646
2006/2007;26;Scienze e tecnologie informatiche;F;672
2006/2007;26;Scienze e tecnologie informatiche;M;4503
2006/2007;27;Scienze e tecnologie per l'ambiente e la natura;F;1095
2006/2007;27;Scienze e tecnologie per l'ambiente e la natura;M;1123
2006/2007;28;Scienze economiche;F;5066
2006/2007;28;Scienze economiche;M;5443
2006/2007;29;Filosofia;F;2058
2006/2007;29;Filosofia;M;1441
2006/2007;3;Scienze della mediazione linguistica;F;5673
2006/2007;3;Scienze della mediazione linguistica;M;1120
2006/2007;30;Scienze geografiche;F;298
2006/2007;30;Scienze geografiche;M;237
2006/2007;31;Scienze giuridiche;F;1493
2006/2007;31;Scienze giuridiche;M;1650
2006/2007;32;Scienze matematiche;F;1162
2006/2007;32;Scienze matematiche;M;1039
2006/2007;33;Scienze delle attivita motorie e sportive;F;1629
2006/2007;33;Scienze delle attivita motorie e sportive;M;3393
2006/2007;34;Scienze e tecniche psicologiche;F;7521
2006/2007;34;Scienze e tecniche psicologiche;M;1735
2006/2007;35;Scienze sociali per la cooperazione, lo sviluppo e la pace;F;700
2006/2007;35;Scienze sociali per la cooperazione, lo sviluppo e la pace;M;429
2006/2007;36;Scienze sociologiche;F;2212
2006/2007;36;Scienze sociologiche;M;1254
2006/2007;37;Scienze statistiche;F;472
2006/2007;37;Scienze statistiche;M;630
2006/2007;38;Scienze storiche;F;823
2006/2007;38;Scienze storiche;M;1209
2006/2007;39;Scienze del turismo;F;2333
2006/2007;39;Scienze del turismo;M;881
2006/2007;4;Scienze dell'architettura e dell'ingegneria edile;F;3837
2006/2007;4;Scienze dell'architettura e dell'ingegneria edile;M;4161
2006/2007;4/S;Specialistiche in architettura e ingegneria edile;F;2075
2006/2007;4/S;Specialistiche in architettura e ingegneria edile;M;1765
2006/2007;40;Scienze e tecnologie zootecniche e delle produzioni animali;F;724
2006/2007;40;Scienze e tecnologie zootecniche e delle produzioni animali;M;459
2006/2007;41;Tecnologie per la conservazione e il restauro dei beni culturali;F;469
2006/2007;41;Tecnologie per la conservazione e il restauro dei beni culturali;M;156
2006/2007;42;Disegno industriale;F;1291
2006/2007;42;Disegno industriale;M;1056
2006/2007;46/S;Specialistiche in medicina e chirurgia;F;3055
2006/2007;46/S;Specialistiche in medicina e chirurgia;M;2569
2006/2007;47/S;Specialistiche in medicina veterinaria;F;646
2006/2007;47/S;Specialistiche in medicina veterinaria;M;400
2006/2007;5;Lettere;F;5584
2006/2007;5;Lettere;M;2050
2006/2007;52/S;Specialistiche in odontoiatria e protesi dentaria;F;207
2006/2007;52/S;Specialistiche in odontoiatria e protesi dentaria;M;322
2006/2007;6;Scienze del servizio sociale;F;3431
2006/2007;6;Scienze del servizio sociale;M;437
2006/2007;7;Urbanistica e scienze della pianificazione territoriale e ambientale;F;290
2006/2007;7;Urbanistica e scienze della pianificazione territoriale e ambientale;M;734
2006/2007;8;Ingegneria civile e ambientale;F;1762
2006/2007;8;Ingegneria civile e ambientale;M;4899
2006/2007;9;Ingegneria dell'informazione;F;1792
2006/2007;9;Ingegneria dell'informazione;M;9392
2006/2007;99999;Classe non definita;F;2975
2006/2007;99999;Classe non definita;M;170
2006/2007;DS1;Scienze della difesa e della sicurezza;F;46
2006/2007;DS1;Scienze della difesa e della sicurezza;M;363
2006/2007;LMG/01;Magistrali in giurisprudenza;F;16761
2006/2007;LMG/01;Magistrali in giurisprudenza;M;10720
2006/2007;SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;F;9190
2006/2007;SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;M;3949
2006/2007;SNT2;Professioni sanitarie della riabilitazione;F;3032
2006/2007;SNT2;Professioni sanitarie della riabilitazione;M;1262
2006/2007;SNT3;Professioni sanitarie tecniche;F;1901
2006/2007;SNT3;Professioni sanitarie tecniche;M;1396
2006/2007;SNT4;Professioni sanitarie della prevenzione;F;384
2006/2007;SNT4;Professioni sanitarie della prevenzione;M;645
2005/2006;1;Biotecnologie;F;2634
2005/2006;1;Biotecnologie;M;1529
2005/2006;10;Ingegneria industriale;F;2458
2005/2006;10;Ingegneria industriale;M;10532
2005/2006;11;Lingue e culture moderne;F;8516
2005/2006;11;Lingue e culture moderne;M;1998
2005/2006;12;Scienze biologiche;F;6519
2005/2006;12;Scienze biologiche;M;2903
2005/2006;13;Scienze dei beni culturali;F;5341
2005/2006;13;Scienze dei beni culturali;M;1789
2005/2006;14;Scienze della comunicazione;F;7248
2005/2006;14;Scienze della comunicazione;M;4656
2005/2006;14/S;Specialistiche in farmacia e farmacia industriale;F;4731
2005/2006;14/S;Specialistiche in farmacia e farmacia industriale;M;2149
2005/2006;15;Scienze politiche e delle relazioni internazionali;F;5075
2005/2006;15;Scienze politiche e delle relazioni internazionali;M;6124
2005/2006;16;Scienze della Terra;F;413
2005/2006;16;Scienze della Terra;M;789
2005/2006;17;Scienze dell'economia e della gestione aziendale;F;15483
2005/2006;17;Scienze dell'economia e della gestione aziendale;M;17834
2005/2006;18;Scienze dell'educazione e della formazione;F;10517
2005/2006;18;Scienze dell'educazione e della formazione;M;1330
2005/2006;19;Scienze dell'amministrazione;F;2056
2005/2006;19;Scienze dell'amministrazione;M;2188
2005/2006;2;Scienze dei servizi giuridici;F;1732
2005/2006;2;Scienze dei servizi giuridici;M;1647
2005/2006;20;Scienze e tecnologie agrarie, agroalimentari e forestali;F;1608
2005/2006;20;Scienze e tecnologie agrarie, agroalimentari e forestali;M;3179
2005/2006;21;Scienze e tecnologie chimiche;F;1342
2005/2006;21;Scienze e tecnologie chimiche;M;1508
2005/2006;22;Scienze e tecnologie della navigazione marittima e aerea;F;27
2005/2006;22;Scienze e tecnologie della navigazione marittima e aerea;M;91
2005/2006;23;Scienze e tecnologie delle arti figurative, della musica, dello spettacolo e della moda;F;3143
2005/2006;23;Scienze e tecnologie delle arti figurative, della musica, dello spettacolo e della moda;M;1888
2005/2006;24;Scienze e tecnologie farmaceutiche;F;1575
2005/2006;24;Scienze e tecnologie farmaceutiche;M;876
2005/2006;25;Scienze e tecnologie fisiche;F;689
2005/2006;25;Scienze e tecnologie fisiche;M;1433
2005/2006;26;Scienze e tecnologie informatiche;F;741
2005/2006;26;Scienze e tecnologie informatiche;M;4970
2005/2006;27;Scienze e tecnologie per l'ambiente e la natura;F;1111
2005/2006;27;Scienze e tecnologie per l'ambiente e la natura;M;1212
2005/2006;28;Scienze economiche;F;4995
2005/2006;28;Scienze economiche;M;5821
2005/2006;29;Filosofia;F;2143
2005/2006;29;Filosofia;M;1523
2005/2006;3;Scienze della mediazione linguistica;F;6107
2005/2006;3;Scienze della mediazione linguistica;M;1131
2005/2006;30;Scienze geografiche;F;265
2005/2006;30;Scienze geografiche;M;298
2005/2006;31;Scienze giuridiche;F;19097
2005/2006;31;Scienze giuridiche;M;13269
2005/2006;32;Scienze matematiche;F;1016
2005/2006;32;Scienze matematiche;M;889
2005/2006;33;Scienze delle attivita motorie e sportive;F;1532
2005/2006;33;Scienze delle attivita motorie e sportive;M;3307
2005/2006;34;Scienze e tecniche psicologiche;F;8008
